Species;Species_Phylo;Family;Trait;Categorie;Tetra_type;Synthetic_natural;Value_diplo;Value_tetra;Ratio;Study_ID;Reference
Dactylis glomerata;Dactylis_glomerata;Poaceae;Seed_number;Fitness;Est;Natural;1479;907,9;0,613860717;61;Maceira_et_al_1988
Dactylis glomerata;Dactylis_glomerata;Poaceae;Panicles_number;Fitness;Est;Natural;8,59;9,79;1,139697322;61;Maceira_et_al_1988
Knautia serpentinicola;Knautia_arvensis;Dipsacaceae;Aboveground_weight;Vegetative;Est;Natural;2,3;2,9;1,260869565;62;Certner_et_al_2019_New_Phytologist
Knautia serpentinicola;Knautia_arvensis;Dipsacaceae;Leaf_pair_number;Vegetative;Est;Natural;12,2;11,1;0,909836066;62;Certner_et_al_2019_New_Phytologist
Knautia serpentinicola;Knautia_arvensis;Dipsacaceae;Leaf_rosette_nulber;Vegetative;Est;Natural;2;1,9;0,95;62;Certner_et_al_2019_New_Phytologist
Knautia serpentinicola;Knautia_arvensis;Dipsacaceae;Below_ground_biomass;Vegetative;Est;Natural;3,9;7,9;2,025641026;62;Certner_et_al_2019_New_Phytologist
Knautia serpentinicola;Knautia_arvensis;Dipsacaceae;Total_biomass;Vegetative;Est;Natural;6,2;11;1,774193548;62;Certner_et_al_2019_New_Phytologist
Vicia cracca;Vicia_cracca;Fabaceae;Germination_date;Phenological;Est;Natural;12,5;12;0,96;63;Pavlikova_et_al_2017_Plant_syst_evol
Vicia cracca;Vicia_cracca;Fabaceae;Germination_date;Phenological;Neo;Synthetic;12,5;25;2;63;Pavlikova_et_al_2017_Plant_syst_evol
Vicia cracca;Vicia_cracca;Fabaceae;Plant_height;Vegetative;Est;Natural;22;25;1,136363636;63;Pavlikova_et_al_2017_Plant_syst_evol
Vicia cracca;Vicia_cracca;Fabaceae;Plant_height;Vegetative;Neo;Synthetic;22;24,5;1,113636364;63;Pavlikova_et_al_2017_Plant_syst_evol
Vicia cracca;Vicia_cracca;Fabaceae;Seed_weight;Vegetative;Est;Natural;0,011875;0,01475;1,242105263;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Seed_weight;Vegetative;Neo;Synthetic;0,011875;0,015125;1,273684211;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Number_of_leaves;Vegetative;Est;Natural;11,375;9,625;0,846153846;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Number_of_leaves;Vegetative;Neo;Synthetic;11,375;11,875;1,043956044;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Number_of_pods;Vegetative;Est;Natural;58,5;36;0,615384615;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Number_of_pods;Vegetative;Neo;Synthetic;58,5;39;0,666666667;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Flowering_time;Phenological;Est;Natural;213,75;218,25;1,021052632;64;Munzbergova_2017_Annals_of_Botany
Vicia cracca;Vicia_cracca;Fabaceae;Flowering_time;Phenological;Neo;Synthetic;213,75;216;1,010526316;64;Munzbergova_2017_Annals_of_Botany
